OVR;Pos;Rank;Tier;Name;Team;Bye
291;WR;WR120;;Darius Slayton;NYG;
292;QB;QB47;;Joe Milton;DAL;
293;RB;RB83;;Kimani Vidal;LAC;
294;RB;RB84;;Will Shipley;PHI;
295;QB;QB48;;Zach Wilson;MIA;
296;WR;WR121;;Jahan Dotson;PHI;
297;WR;WR122;;Nick Westbrook-Ikhine;MIA;
298;TE;TE44;;Erick All;CIN;
299;WR;WR123;;Noah Brown;WAS;
300;WR;WR124;;Keandre Lambert-Smith;LAC;
301;RB;RB85;;Raheem Mostert;LV;
302;QB;QB49;;Kenny Pickett;CLE;
303;QB;QB50;;Malik Willis;GB;
304;RB;RB86;;Miles Sanders;DAL;
305;QB;QB51;;Gardner Minshew;KC;
306;WR;WR125;;Jalin Hyatt;NYG;
307;RB;RB87;;Kalel Mullings;TEN;
308;WR;WR126;;DJ Chark;;
309;WR;WR127;;Jonathan Mingo;DAL;
310;QB;QB52;;Mac Jones;SF;
311;RB;RB88;;LeQuint Allen;JAX;
312;RB;RB89;;Kenneth Gainwell;PIT;
313;RB;RB90;;Phil Mafah;DAL;
314;RB;RB91;;Elijah Mitchell;KC;
315;QB;QB53;;Jacoby Brissett;ARI;
316;WR;WR128;;Skyy Moore;KC;
317;WR;WR129;;Tank Dell;HOU;
318;RB;RB92;;Khalil Herbert;IND;
319;TE;TE45;;Noah Fant;SEA;
320;RB;RB93;;Alexander Mattison;MIA;
321;WR;WR130;;Arian Smith;NYJ;
322;TE;TE46;;Dawson Knox;BUF;
323;WR;WR131;;LaJohntay Wester;BAL;
324;WR;WR132;;Zay Jones;ARI;
325;WR;WR133;;Jimmy Horn Jr.;CAR;
326;TE;TE47;;Tyler Conklin;LAC;
327;RB;RB94;;Cam Akers;NO;
328;WR;WR134;;Treylon Burks;TEN;
329;WR;WR135;;Odell Beckham;;
330;WR;WR136;;Kaden Prather;BUF;
331;TE;TE48;;Daniel Bellinger;NYG;
332;WR;WR137;;Tahj Washington;MIA;
333;WR;WR138;;John Metchie;HOU;
334;RB;RB95;;Samaje Perine;CIN;
335;TE;TE49;;Luke Schoonmaker;DAL;
336;WR;WR139;;Tutu Atwell;LAR;
337;TE;TE50;;AJ Barner;SEA;
338;TE;TE51;;Colby Parkinson;LAR;
339;TE;TE52;;Greg Dulcich;NYG;
340;WR;WR140;;A.T. Perry;DEN;
341;TE;TE53;;Brevin Jordan;HOU;
342;TE;TE54;;Will Dissly;LAC;
343;WR;WR141;;Kendrick Bourne;NE;
344;QB;QB54;;Jake Browning;CIN;
345;RB;RB96;;Zamir White;LV;
346;RB;RB97;;Deuce Vaughn;DAL;
347;WR;WR142;;Xavier Gipson;NYJ;
348;RB;RB98;;Dameon Pierce;HOU;
349;QB;QB55;;Trey Lance;LAC;
350;WR;WR143;;Jake Bobo;SEA;
351;QB;QB56;;Aidan O'Connell;LV;
352;WR;WR144;;Rondale Moore;MIN;
353;WR;WR145;;Tre Tucker;LV;
354;WR;WR146;;Mecole Hardman;GB;
355;WR;WR147;;Allen Lazard;NYJ;
356;QB;QB57;;Jarrett Stidham;DEN;
357;TE;TE55;;Jake Briningstool;KC;
358;WR;WR148;;Greg Dortch;ARI;
359;RB;RB99;;Sincere McCormick;LV;
360;TE;TE56;;Darnell Washington;PIT;
361;WR;WR149;;Ricky White;SEA;
362;WR;WR150;;Devontez Walker;BAL;
363;TE;TE57;;Jared Wiley;KC;
364;RB;RB100;;Jeremy McNichols;WAS;
365;TE;TE58;;Tyler Higbee;LAR;
366;QB;QB58;;Tommy DeVito;NYG;
367;RB;RB101;;Jacory Croskey-Merritt;WAS;
368;QB;QB59;;Hendon Hooker;DET;
369;RB;RB102;;Chris Rodriguez;WAS;
370;RB;RB103;;AJ Dillon;PHI;
371;TE;TE59;;Jelani Woods;IND;
372;WR;WR151;;Trey Palmer;TB;
373;WR;WR152;;Tyler Boyd;;
374;RB;RB104;;Dylan Laube;LV;
375;WR;WR153;;Xavier Hutchinson;HOU;
376;WR;WR154;;Tyler Scott;CHI;
377;TE;TE60;;Jaheim Bell;NE;
378;WR;WR155;;Brenden Rice;LAC;
379;WR;WR156;;Josh Reynolds;NYJ;
380;TE;TE61;;Gerald Everett;;
381;WR;WR157;;Jacob Cowing;SF;
382;RB;RB105;;Carson Steele;KC;
383;RB;RB106;;Israel Abanikanda;SF;
384;RB;RB107;;Dalvin Cook;;
385;RB;RB108;;Gus Edwards;;
386;WR;WR158;;Marquez Valdes-Scantling;SEA;
387;RB;RB109;;Clyde Edwards-Helaire;NO;
388;RB;RB110;;Jamaal Williams;;
389;RB;RB111;;Ronnie Rivers;LAR;
390;RB;RB112;;Evan Hull;PIT;
391;RB;RB113;;Rasheen Ali;BAL;
392;RB;RB114;;Emari Demercado;ARI;
393;RB;RB115;;Isaiah Spiller;;
394;WR;WR159;;Demarcus Robinson;SF;
395;RB;RB116;;D'Onta Foreman;;
396;RB;RB117;;Jeff Wilson;;
397;RB;RB118;;Pierre Strong;CLE;
398;RB;RB119;;Eric Gray;NYG;
399;RB;RB120;;D'Ernest Johnson;;
400;RB;RB121;;Ty Chandler;MIN;
401;RB;RB122;;Trey Sermon;PIT;
402;WR;WR160;;Jamari Thrash;CLE;
403;WR;WR161;;K.J. Osborn;WAS;
404;WR;WR162;;JuJu Smith-Schuster;KC;
405;WR;WR163;;Bo Melton;GB;
406;WR;WR164;;Bub Means;NO;
407;TE;TE62;;Kylen Granson;PHI;
408;RB;RB123;;Ty Johnson;BUF;
